task_type,session_name,run_dir,model_name,size,shortlisted,recommended
detection,onnxrt,od-8020_onnxrt_coco_edgeai-mmdet_ssd_mobilenetv2_lite_512x512_20201214_model_onnx,ONR-OD-8020-ssd-lite-mobv2-mmdet-coco-512x512,14180643,True,False
detection,onnxrt,od-8030_onnxrt_coco_edgeai-mmdet_ssd_mobilenetv2_fpn_lite_512x512_20201110_model_onnx,ONR-OD-8030-ssd-lite-mobv2-fpn-mmdet-coco-512x512,10117364,True,False
detection,onnxrt,od-8040_onnxrt_coco_edgeai-mmdet_ssd_regnetx-200mf_fpn_bgr_lite_320x320_20201010_model_onnx,ONR-OD-8040-ssd-lite-regNetX-200mf-fpn-bgr-mmdet-coco-320x320,9190302,True,False
detection,onnxrt,od-8050_onnxrt_coco_edgeai-mmdet_ssd_regnetx-800mf_fpn_bgr_lite_512x512_20200919_model_onnx,ONR-OD-8050-ssd-lite-regNetX-800mf-fpn-bgr-mmdet-coco-512x512,26546650,True,True
detection,onnxrt,od-8060_onnxrt_coco_edgeai-mmdet_ssd_regnetx-1.6gf_fpn_bgr_lite_768x768_20200923_model_onnx,ONR-OD-8060-ssd-lite-regNetX-1.6gf-fpn-bgr-mmdet-coco-768x768,46149456,True,False
detection,onnxrt,od-8070_onnxrt_coco_edgeai-mmdet_yolov3_d53_relu_416x416_20210117_model_onnx,ONR-OD-8070-yolov3-d53-relu-mmdet-coco-416x416,269840062,True,False
detection,onnxrt,od-8080_onnxrt_coco_edgeai-mmdet_yolov3_regnetx-1.6gf_bgr_lite_512x512_20210202_model_onnx,ONR-OD-8080-yolov3-lite-regNetX-1.6gf-bgr-mmdet-coco-512x512,52244974,True,False
detection,onnxrt,od-8090_onnxrt_coco_edgeai-mmdet_retinanet_regnetx-800mf_fpn_bgr_lite_512x512_20200908_model_onnx,ONR-OD-8090-retina-lite-regNetX-800mf-fpn-bgr-mmdet-coco-512x512,29892264,True,False
detection,onnxrt,od-8100_onnxrt_coco_edgeai-yolov5_yolov5s6_640_ti_lite_37p4_56p0_onnx,ONR-OD-8100-yolov5-s6-ti-lite-coco-640x640,51604428,True,False
detection,onnxrt,od-8110_onnxrt_coco_edgeai-yolov5_yolov5s6_384_ti_lite_32p8_51p2_onnx,ONR-OD-8110-yolov5-s6-ti-lite-coco-384x384,51403570,True,False
detection,onnxrt,od-8140_onnxrt_coco_edgeai-yolox_yolox-s-ti-lite_39p1_57p9_onnx,ONR-OD-8140-yolox-s-ti-lite-coco-640x640,41208888,True,False
detection,onnxrt,od-8180_onnxrt_coco_edgeai-yolox_yolox_tiny_ti_lite_32p0_49p5_onnx,ONR-OD-8180-yolox-tiny-ti-lite-coco-416x416,23125562,True,False
detection,onnxrt,od-8190_onnxrt_coco_edgeai-yolox_yolox_nano_ti_lite_26p1_41p8_onnx,ONR-OD-8190-yolox-nano-ti-lite-coco-416x416,10904695,True,False
detection,onnxrt,od-8200_onnxrt_coco_edgeai-mmdet_yolox_nano_lite_416x416_20220214_model_onnx,ONR-OD-8200-yolox-nano-lite-mmdet-coco-416x416,10154732,True,False
detection,onnxrt,od-8210_onnxrt_coco_edgeai-mmdet_yolox_tiny_lite_416x416_20220217_model_onnx,ONR-OD-8210-yolox-tiny-lite-mmdet-coco-416x416,22347074,True,False
detection,onnxrt,od-8220_onnxrt_coco_edgeai-mmdet_yolox_s_lite_640x640_20220221_model_onnx,ONR-OD-8220-yolox-s-lite-mmdet-coco-640x640,39249221,True,True
detection,onnxrt,od-8410_onnxrt_widerface_edgeai-mmdet_yolox_tiny_lite_416x416_20220318_model_onnx,ONR-OD-8410-yolox-tiny-lite-mmdet-widerface-416x416,22221845,True,False
detection,onnxrt,od-8420_onnxrt_widerface_edgeai-mmdet_yolox_s_lite_640x640_20220307_model_onnx,ONR-OD-8420-yolox-s-lite-mmdet-widerface-640x640,39879056,True,True
detection,onnxrt,od-8421_onnxrt_widerface_edgeai-mmdet_yolox_s_lite_1024x1024_20220317_model_onnx,ONR-OD-8421-yolox-s-lite-mmdet-widerface-1024x1024,39586668,False,False
detection,onnxrt,od-8430_onnxrt_widerface_edgeai-mmdet_yolox_m_lite_640x640_20220318_model_onnx,ONR-OD-8430-yolox-m-lite-mmdet-widerface-640x640,109705521,True,False
detection,onnxrt,od-8450_onnxrt_widerface_edgeai-yolov5_yolov5s6_640_ti_lite_71p53_onnx,ONR-OD-8450-yolov5-s6-ti-lite-widerface-640x640,50675080,True,False
human_pose_estimation,onnxrt,kd-7000_onnxrt_coco_edgeai-mmpose_mobilenetv2_fpn_spp_udp_512_20210610_onnx,ONR-KD-7000-human-pose-ae-mobv2-fpn-spp-udp-512x512,20622824,True,False
human_pose_estimation,onnxrt,kd-7010_onnxrt_coco_edgeai-mmpose_resnet50_fpn_spp_udp_512_20210610_onnx,ONR-KD-7010-human-pose-ae-res50v2-fpn-spp-udp-512x512,115778356,True,False
human_pose_estimation,onnxrt,kd-7020_onnxrt_coco_edgeai-mmpose_mobilenetv2_pan_spp_udp_512_20210617_onnx,ONR-KD-7020-human-pose-ae-mobv2-pan-spp-udp-512x512,16560280,True,False
human_pose_estimation,onnxrt,kd-7030_onnxrt_coco_edgeai-mmpose_resnet50_pan_spp_udp_512_20210616_onnx,ONR-KD-7030-human-pose-ae-res50v2-pan-spp-udp-512x512,118214972,True,False
human_pose_estimation,onnxrt,kd-7040_onnxrt_coco_edgeai-yolov5_yolov5s6_pose_640_ti_lite_54p9_82p2_onnx,ONR-KD-7040-human-pose-yolov5s6-640x640,67844650,True,False
human_pose_estimation,onnxrt,kd-7050_onnxrt_coco_edgeai-yolov5_yolov5s6_pose_640_ti_lite_54p9_82p2_onnx,ONR-KD-7050-human-pose-yolov5s6-mixp-640x640,60516978,True,False
human_pose_estimation,onnxrt,kd-7060_onnxrt_coco_edgeai-yolox_yolox_s_pose_ti_lite_49p5_78p0_onnx,ONR-KD-7060-human-pose-yolox-s-640x640,44921931,True,True
object_6d_pose_estimation,onnxrt,6dpose-7200_onnxrt_ycbv_edgeai-yolox_yolox_s_object_pose_ti_lite_640x480_57p75_onnx,6dpose-7200_onnxrt_ycbv_edgeai-yolox_yolox_s_object_pose_ti_lite_640x480_57p75_onnx,64649176,True,False
segmentation,tflitert,ss-2540_tflitert_ade20k_tf1-models_deeplabv3_mnv2_ade20k_train_20181203_512x512_tflite,TFL-SS-2540-deeplabv3-mobv2-ade20k-512x512,10311132,False,False
segmentation,tflitert,ss-2580_tflitert_ade20k32_mlperf_deeplabv3_mnv2_ade20k32_float_tflite,TFL-SS-2580-deeplabv3_mobv2-ade20k32-mlperf-512x512,10173896,True,True
segmentation,tflitert,ss-2590_tflitert_voc2012_tf1-models_deeplabv3_mnv2_dm05_pascal_trainaug_512x512_tflite,TFL-SS-2590-deeplabv3_mobv2-dm05-pascal-trainaug-512x512,3176103,False,False
segmentation,tflitert,ss-2600_tflitert_voc2012_tf1-models_deeplabv3_mnv2_pascal_trainaug_512x512_tflite,TFL-SS-2600-deeplabv3_mobv2-pascal-trainaug-512x512,9439939,False,False
segmentation,tvmdlr,ss-5710_tvmdlr_cocoseg21_edgeai-tv_deeplabv3plus_mobilenetv2_edgeailite_512x512_20210405_onnx,TVM-SS-5710-deeplabv3lite-mobv2-cocoseg21-512x512,32050178,True,True
segmentation,tvmdlr,ss-5818_tvmdlr_ti-robokit_edgeai-tv_deeplabv3plus_mobilenetv2_tv_edgeailite_robokit-zed1hd_768x432_qat-p2_onnx,TVM-SS-5818-deeplabv3lite-mobv2-qat-robokit-768x432,15501770,True,False
segmentation,onnxrt,ss-8610_onnxrt_ade20k32_edgeai-tv_deeplabv3plus_mobilenetv2_edgeailite_512x512_20210308_outby4_onnx,ONR-SS-8610-deeplabv3lite-mobv2-ade20k32-512x512,10974644,True,True
segmentation,onnxrt,ss-8630_onnxrt_ade20k32_edgeai-tv_unet_aspp_mobilenetv2_edgeailite_512x512_20210306_outby2_onnx,ONR-SS-8630-unetlite-aspp-mobv2-tv-ade20k32-512x512,11187210,True,False
segmentation,onnxrt,ss-8650_onnxrt_ade20k32_edgeai-tv_fpn_aspp_mobilenetv2_edgeailite_512x512_20210306_outby4_onnx,ONR-SS-8650-fpnlite-aspp-mobv2-ade20k32-512x512,12041948,True,False
segmentation,onnxrt,ss-8670_onnxrt_ade20k32_edgeai-tv_fpn_aspp_mobilenetv2_1p4_edgeailite_512x512_20210307_outby4_onnx,ONR-SS-8670-fpnlite-aspp-mobv2-1p4-ade20k32-512x512,23077372,False,False
segmentation,onnxrt,ss-8690_onnxrt_ade20k32_edgeai-tv_fpn_aspp_regnetx400mf_edgeailite_384x384_20210314_outby4_onnx,ONR-SS-8690-fpnlite-aspp-regnetx400mf-ade20k32-384x384,26688539,True,False
segmentation,onnxrt,ss-8700_onnxrt_ade20k32_edgeai-tv_fpn_aspp_regnetx800mf_edgeailite_512x512_20210312_outby4_onnx,ONR-SS-8700-fpnlite-aspp-regnetx800mf-ade20k32-512x512,36734713,True,False
segmentation,onnxrt,ss-8710_onnxrt_cocoseg21_edgeai-tv_deeplabv3plus_mobilenetv2_edgeailite_512x512_20210405_onnx,ONR-SS-8710-deeplabv3lite-mobv2-cocoseg21-512x512,11082993,True,False
segmentation,onnxrt,ss-8720_onnxrt_cocoseg21_edgeai-tv_fpn_aspp_regnetx800mf_edgeailite_512x512_20210405_onnx,ONR-SS-8720-deeplabv3lite-regnetx800mf-cocoseg21-512x512,36470573,True,False
segmentation,onnxrt,ss-8730_onnxrt_cocoseg21_edgeai-tv_deeplabv3_mobilenet_v3_large_lite_512x512_20210527_onnx,ONR-SS-8730-deeplabv3-mobv3-lite-large-cocoseg21-512x512,42491413,True,False
segmentation,onnxrt,ss-8740_onnxrt_cocoseg21_edgeai-tv_lraspp_mobilenet_v3_large_lite_512x512_20210527_onnx,ONR-SS-8740-lraspp-mobV3-ti-lite-large-cocoseg21-512x512,7720808,True,False
segmentation,onnxrt,ss-8818_onnxrt_ti-robokit_edgeai-tv_deeplabv3plus_mobilenetv2_tv_edgeailite_robokit-zed1hd_768x432_qat-p2_onnx,ONR-SS-8818-deeplabv3lite-mobv2-qat-robokit-768x432,5413811,True,False
